chrY	0	100000	0	0.0	NA
chrY	100000	200000	0	0.0	NA
chrY	200000	300000	0	0.0	NA
chrY	300000	400000	0	0.0	NA
chrY	400000	500000	0	0.0	NA
chrY	500000	600000	0	0.0	NA
chrY	600000	700000	0	0.0	NA
chrY	700000	800000	0	0.0	NA
chrY	800000	900000	0	0.0	NA
chrY	900000	1000000	0	0.0	NA
chrY	1000000	1100000	0	0.0	NA
chrY	1100000	1200000	0	0.0	NA
chrY	1200000	1300000	0	0.0	NA
chrY	1300000	1400000	0	0.0	NA
chrY	1400000	1500000	0	0.0	NA
chrY	1500000	1600000	0	0.0	NA
chrY	1600000	1700000	0	0.0	NA
chrY	1700000	1800000	0	0.0	NA
chrY	1800000	1900000	0	0.0	NA
chrY	1900000	2000000	0	0.0	NA
chrY	2000000	2100000	0	0.0	NA
chrY	2100000	2200000	0	0.0	NA
chrY	2200000	2300000	0	0.0	NA
chrY	2300000	2400000	0	0.0	NA
chrY	2400000	2500000	0	0.0	NA
chrY	2500000	2600000	0	0.0	NA
chrY	2600000	2700000	0	0.0	NA
chrY	2700000	2800000	0	0.0	NA
chrY	2800000	2900000	2723	814.0	0.298934998164
chrY	2900000	3000000	0	0.0	NA
chrY	3000000	3100000	0	0.0	NA
chrY	3100000	3200000	0	0.0	NA
chrY	3200000	3300000	0	0.0	NA
chrY	3300000	3400000	0	0.0	NA
chrY	3400000	3500000	0	0.0	NA
chrY	3500000	3600000	0	0.0	NA
chrY	3600000	3700000	0	0.0	NA
chrY	3700000	3800000	0	0.0	NA
chrY	3800000	3900000	0	0.0	NA
chrY	3900000	4000000	0	0.0	NA
chrY	4000000	4100000	0	0.0	NA
chrY	4100000	4200000	0	0.0	NA
chrY	4200000	4300000	0	0.0	NA
chrY	4300000	4400000	0	0.0	NA
chrY	4400000	4500000	0	0.0	NA
chrY	4500000	4600000	0	0.0	NA
chrY	4600000	4700000	0	0.0	NA
chrY	4700000	4800000	0	0.0	NA
chrY	4800000	4900000	5	0.0	0.0
chrY	4900000	5000000	0	0.0	NA
chrY	5000000	5100000	0	0.0	NA
chrY	5100000	5200000	0	0.0	NA
chrY	5200000	5300000	0	0.0	NA
chrY	5300000	5400000	0	0.0	NA
chrY	5400000	5500000	0	0.0	NA
chrY	5500000	5600000	0	0.0	NA
chrY	5600000	5700000	0	0.0	NA
chrY	5700000	5800000	0	0.0	NA
chrY	5800000	5900000	0	0.0	NA
chrY	5900000	6000000	0	0.0	NA
chrY	6000000	6100000	0	0.0	NA
chrY	6100000	6200000	0	0.0	NA
chrY	6200000	6300000	0	0.0	NA
chrY	6300000	6400000	0	0.0	NA
chrY	6400000	6500000	0	0.0	NA
chrY	6500000	6600000	0	0.0	NA
chrY	6600000	6700000	0	0.0	NA
chrY	6700000	6800000	2380	623.0	0.261764705882
chrY	6800000	6900000	0	0.0	NA
chrY	6900000	7000000	2310	682.0	0.295238095238
chrY	7000000	7100000	0	0.0	NA
chrY	7100000	7200000	382	137.0	0.358638743455
chrY	7200000	7300000	2967	933.0	0.314459049545
chrY	7300000	7400000	0	0.0	NA
chrY	7400000	7500000	0	0.0	NA
chrY	7500000	7600000	1386	420.0	0.30303030303
chrY	7600000	7700000	1892	533.0	0.281712473573
chrY	7700000	7800000	0	0.0	NA
chrY	7800000	7900000	0	0.0	NA
chrY	7900000	8000000	0	0.0	NA
chrY	8000000	8100000	0	0.0	NA
chrY	8100000	8200000	0	0.0	NA
chrY	8200000	8300000	0	0.0	NA
chrY	8300000	8400000	0	0.0	NA
chrY	8400000	8500000	0	0.0	NA
chrY	8500000	8600000	0	0.0	NA
chrY	8600000	8700000	2821	665.0	0.235732009926
chrY	8700000	8800000	0	0.0	NA
chrY	8800000	8900000	0	0.0	NA
chrY	8900000	9000000	0	0.0	NA
chrY	9000000	9100000	0	0.0	NA
chrY	9100000	9200000	0	0.0	NA
chrY	9200000	9300000	0	0.0	NA
chrY	9300000	9400000	0	0.0	NA
chrY	9400000	9500000	924	241.0	0.260822510823
chrY	9500000	9600000	0	0.0	NA
chrY	9600000	9700000	0	0.0	NA
chrY	9700000	9800000	0	0.0	NA
chrY	9800000	9900000	0	0.0	NA
chrY	9900000	10000000	0	0.0	NA
chrY	10000000	10100000	0	0.0	NA
chrY	10100000	10200000	0	0.0	NA
chrY	10200000	10300000	0	0.0	NA
chrY	10300000	10400000	0	0.0	NA
chrY	10400000	10500000	0	0.0	NA
chrY	10500000	10600000	0	0.0	NA
chrY	10600000	10700000	0	0.0	NA
chrY	10700000	10800000	0	0.0	NA
chrY	10800000	10900000	0	0.0	NA
